TaxonID,TaxonName,WoldaCode,Authority,TaxonomicLevel,CommonName,TaxonomicPhylum,TaxonomicClass,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,Notes
11572,"Unknown Insect sp277","4H 34D","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Cicadellidae","Omegalebra ","None"
11573,"Unknown Insect sp032","4H 34F","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11574,"Protalebra braziliensis","4H 35A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Protalebra ","None"
11575,"Unknown Insect sp022","4H 1713","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11576,"Unknown Insect sp023","4H 1730","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11577,"Parallaxis guzmani","4H 48A","Unknown","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Parallaxis ","None"
11578,"Unknown Insect sp302","4H 48B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Parallaxis ","None"
11579,"Alconeura eborea","4H 54A","Ruppel & DeLong","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Alconeura ","None"
11580,"Unknown Insect sp041","4H 54E","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11581,"Parallaxis colorata","4H 56A","Unknown","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Parallaxis ","None"
11582,"Typhlocyba minuta","4H 67A","Unknown","Species","Leafhopper","Arthropoda","Insecta","Hemiptera","Cicadellidae","Typhlocyba","None"
11583,"Unknown Insect sp050","4H 67D","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11584,"Dikraneura marginella","4H 86A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Dikraneura ","None"
11585,"Unknown Insect sp059","4H 86A-1","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11586,"Unknown Insect sp060","4H 86B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11587,"Unknown Insect sp061","4H 87A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11588,"Unknown Insect sp062","4H 87B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11589,"Unknown Insect sp063","4H 87F","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11590,"Unknown Insect sp064","4H 87F-1","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11591,"Unknown Insect sp005","4H 113A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11592,"Unknown Insect sp006","4H 114A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11593,"Unknown Insect sp007","4H 114B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11594,"Unknown Insect sp008","4H 114C","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11595,"Unknown Insect sp009","4H 114C-1","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11596,"Unknown Insect sp010","4H 114C-2","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11597,"Unknown Insect sp011","4H 114C-3 (=4H-70)","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11598,"Unknown Insect sp012","4H 114C-4","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11599,"Unknown Insect sp013","4H 123A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11600,"Unknown Insect sp014","4H 123B-2","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11601,"Unknown Insect sp015","4H 123C","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11602,"Unknown Insect sp016","4H 123D","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11603,"Unknown Insect sp017","4H 123E","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11604,"Unknown Insect sp018","4H 124A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11605,"Unknown Insect sp019","4H 124D-1 (=671)","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11606,"Rhabdotalebra signata","4H 140A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Rhabdotalebra ","None"
11607,"Rhabdotalebra octolineata","4H 140B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Rhabdotalebra ","None"
11608,"Unknown Insect sp020","4H 140D","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11609,"Unknown Insect sp021","4H 140E","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11610,"Unknown Insect sp024","4H 182A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11611,"Unknown Insect sp025","4H 182B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11612,"Unknown Insect sp026","4H 182B-1","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11613,"Unknown Insect sp027","4H 182B-2","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11614,"Unknown Insect sp028","4H 182D","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11615,"Unknown Insect sp029","4H 187A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11616,"Unknown Insect sp033","4H 430B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11617,"Unknown Insect sp034","4H 430C","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11618,"Unknown Insect sp035","4H 430C-1","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11619,"Unknown Insect sp036","4H 430D","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11620,"Unknown Insect sp037","4H 432","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11621,"Unknown Insect sp039","4H 443","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11622,"Unknown Insect sp040","4H 443B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11623,"Unknown Insect sp038","4H 439","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11624,"Unknown Insect sp042","4H 571","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11625,"Unknown Insect sp043","4H 593","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11626,"Unknown Insect sp044","4H 594A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11627,"Unknown Insect sp045","4H 612","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11628,"Unknown Insect sp046","4H 617","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11629,"Unknown Insect sp047","4H 649 (=645?)","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11630,"Unknown Insect sp048","4H 654","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11631,"Unknown Insect sp049","4H 669","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11632,"Unknown Insect sp051","4H 691","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11633,"Unknown Insect sp052","4H 725","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11634,"Unknown Insect sp053","4H 745","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11635,"Unknown Insect sp054","4H 757A (=755)","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11636,"Unknown Insect sp055","4H 757B","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11637,"Unknown Insect sp056","4H 770A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11638,"Unknown Insect sp057","4H 782A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11639,"Unknown Insect sp058","4H 863","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Cicadellidae, Genus: Typhlocyba"
11640,"Unerus colonus Sp2","4F 9A BCI","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Unerus ","None"
11641,"Unerus colonus Sp1","4F 9C1","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Unerus ","None"
11642,"Unknown Insect sp330","4F 9G","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Unerus","None"
11643,"Osbornellus pandus","4F 14A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Osbornellus ","None"
11644,"Osbornellus compresus","4F 14B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Osbornellus ","None"
11645,"Unknown Insect sp273","4F 14C","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Cicadellidae","Osbornellus ","None"
11646,"Planicephalus flavicostatus","4F 17A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Planicephalus ","None"
11647,"Planicephalus crassistylus","4F 17B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Planicephalus ","None"
11648,"Unknown Insect sp105","4F 49A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Unknown","Unknown ","None"
11649,"Balclutha guajanae","4F 50","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha ","None"
11650,"Balclutta hebe","4F 66A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutta ","None"
11651,"Balclutha pr. Floridana","4F 66B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha ","None"
11652,"Balclutha flavescens","4F 66C","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha ","None"
11653,"Balclutha floridana","4F 66D","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha ","None"
11654,"Balclutha sandersi, B. incisa","4F 82A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha ","None"
11655,"Bahita fratercula","4F 92A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Bahita ","None"
11656,"Unknown Insect sp270","4F 92B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Cicadellidae","Bahita ","None"
11657,"Unknown Insect sp290","4F 94B","Burmeister","Species","None","Arthropoda","Insecta","Hemiptera","Cicadellidae","Deltocephalus ","None"
11658,"Tenucephalus pusillus","4F 101A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Tenucephalus ","None"
11659,"Scaphytopius cumbressus","4F 103A","Unknown","Species","Bug","Arthropoda","Insecta","Hemiptera","Cicadellidae","Scaphytopius ","None"
11660,"Scaphytopius (cloantharus) sp.","4F103B","Unknown","Species","Bug","Arthropoda","Insecta","Hemiptera","Cicadellidae","Scaphytopius ","None"
11661,"Scaphytopius barroensis","4F 103E","Unknown","Species","Bug","Arthropoda","Insecta","Hemiptera","Cicadellidae","Scaphytopius ","None"
11662,"Balclutha lineata","4F 109A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha ","None"
11663,"Osbornellus blantoni","4F 119A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Osbornellus ","None"
11664,"Dariena amabilis","4F 119B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Dariena ","None"
11665,"Unknown Insect sp329","4F 312","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Acinopterus","None"
11666,"Neocrassana punctiger","4F 132B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Neocrassana ","None"
11667,"Penestragania confusa","4F 162A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Penestragania ","None"
11668,"Comanopa adelpha","4F 162B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Comanopa ","None"
11669,"Garlica margina","4F 162C","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Garlica ","None"
11670,"Unknown Insect sp271","4F 416A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Cicadellidae","Bolarga","None"
11671,"Unknown Insect sp272","4F 416B(=655)","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Cicadellidae","Bolarga","None"
11672,"Unknown Insect sp094","5I 5I-17","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Anotia","None"
11674,"Unknown Insect sp168","5I 5I-104","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11675,"Unknown Insect sp169","5I 5I-150","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11676,"Cedusa zantata","5I 32B BCI","Kramer","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Cedusa ","None"
11677,"Cedusa pedusa","5I 32E","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Cedusa ","None"
11678,"Neodawnaria woldai","5I 44","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Neodawnaria ","None"
11679,"Unknown Insect sp147","5I 68","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","None"
11680,"Unknown Insect sp148","5I 85","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","None"
11681,"Unknown Insect sp098","5I 85A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Cedusa","None"
11682,"Unknown Insect sp150","5I 107A-1","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11683,"Unknown Insect sp151","5I 107A-2","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11684,"Unknown Insect sp152","5I 107A-3","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11685,"Unknown Insect sp153","5I 107A-4","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11686,"Unknown Insect sp154","5I 107A-5","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11687,"Unknown Insect sp155","5I 107A-7","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11688,"Unknown Insect sp156","5I 107B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11689,"Unknown Insect sp157","5I 107C","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11690,"Unknown Insect sp158","5I 107C-1","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11691,"Unknown Insect sp159","5I 107C-3","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11692,"Unknown Insect sp160","5I 107C-4","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11693,"Unknown Insect sp161","5I 107D","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11694,"Unknown Insect sp162","5I 107D-1","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11695,"Cedusa dilbata","5I 145A","Kramer","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Cedusa ","None"
11696,"Cedusa tuvaga","5I 145C","Kramer","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Cedusa ","None"
11697,"Unknown Insect sp139","5I 147B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Iquitosa","None"
11698,"Oropuna minutiana","5I 149A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Oropuna ","None"
11699,"Herpis brunnea","5I 149B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Herpis ","None"
11700,"Unknown Insect sp143","5I 149B-1","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","None"
11701,"Unknown Insect sp144","5I 149B-2","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","None"
11702,"Unknown Insect sp142","5I 149B-4","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown","Possibly Order: Hemiptera, Family: Derbidae, Genus: Omolicna"
11703,"Unknown Insect sp145","5I 149B-5","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","None"
11704,"Unknown Insect sp146","5I 149B-6","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","None"
11705,"Unknown Insect sp120","5I 170A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Herpis","None"
11706,"Anchimothon parishi","5I 170B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Anchimothon ","None"
11707,"Unknown Insect sp104","5I 202A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Cenchrea","None"
11708,"Unknown Insect sp121","5I 202E","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Herpis","None"
11709,"Cedusa quixoa","5I 203B","Kramer","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Cedusa ","None"
11710,"Herpis metcalfi","5I 218","O'Brien","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Herpis ","None"
11711,"Unknown Insect sp177","5I 242A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Shellenius","None"
11712,"Unknown Insect sp178","5I 242B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Shellenius","None"
11713,"Unknown Insect sp099","5I 244","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Cenchrea","None"
11714,"Unknown Insect sp100","5I 245","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Cenchrea","None"
11715,"Unknown Insect sp303","368  =368B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara ","None"
11716,"Anotia venustula","5I 369","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Anotia ","None"
11717,"Unknown Insect sp101","5I 370","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Cenchrea","None"
11718,"Herpis albidus","5I 371","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Herpis ","None"
11719,"Unknown Insect sp164","5I 373A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11720,"Unknown Insect sp102","5I 374","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Cenchrea","None"
11721,"Unknown Insect sp097","5I 381","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Apache","None"
11722,"Mysidia costata","5I 382","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Mysidia ","None"
11723,"Neocenchrea pallescens","5I 393","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Derbidae","Neocenchrea ","None"
11724,"Unknown Insect sp095","5I 395B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Anotia","None"
11725,"Unknown Insect sp163","5I 450A","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11726,"Unknown Insect sp165","5I 450B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11727,"Unknown Insect sp166","5I 450C","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11728,"Unknown Insect sp167","5I 562","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11729,"Unknown Insect sp141","5I 655A","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown","Possibly Order: Hemiptera, Family: Derbidae, Genus: Patara"
11730,"Unknown Insect sp170","5I 655B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11731,"Unknown Insect sp171","5I 674","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11732,"Unknown Insect sp172","5I 694","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11733,"Unknown Insect sp173","5I 712","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11734,"Unknown Insect sp174","5I 733B","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11735,"Unknown Insect sp175","5I 734","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11736,"Unknown Insect sp176","5I 784","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Patara","None"
11737,"Unknown Insect sp096","5I 817","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Derbidae","Anotia","None"
11738,"Unknown Insect sp140","5I 818","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family: Derbidae"
11739,"Curtara (Curtara) kula","4J 20B","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Curtara ","None"
11740,"Polana principia","4J 38B BCI","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Polana ","None"
11741,"Polana (P.) n. sp.","4J 38E","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Polana ","None"
11742,"Gyponana (Zerana) secunda","4J 77A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Gyponana ","None"
11743,"Hecalopona brevisens","4J 98A","Unknown","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Hecalopona ","None"
11744,"Hecalopona (Carapona) cedra","4J 98B","Unknown","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Hecalopona ","None"
11745,"Gypona (Marganalana) woldai","4J 102A =102A2","DeLong & Kolbe","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Gypona ","None"
11746,"Hecalopona (H.) bulba","4J 102D-1","Unknown","Species","Unknown","Arthropoda","Insecta","Unknown","Unknown","Hecalopona ","None"
11747,"Gypona (Marganalana) trita","4J 102D-2","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Gypona ","None"
11748,"Gypona (Marganalana) arunda","4J 102C","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Gypona ","None"
11749,"Polana gatunama","4J 4J25","DeLong & Wolda","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Polana ","None"
11750,"Ponanella erusa","4J 102F","Delong","Species","Unknown","Arthropoda","Insecta","Hemiptera","Cicadellidae","Ponanella ","None"
